จังหวัด,อำเภอ,ตำบล,code,หมายเหตุ
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,คลองสระบัว,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,เกาะเรียน,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,บ้านป้อม,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,บ้านรุน,13000,
พระนครศรีอยุธยา,อำเภอท่าเรือ,ท่าเรือ,13130,
พระนครศรีอยุธยา,อำเภอท่าเรือ,จำปา,13130,
พระนครศรีอยุธยา,อำเภอท่าเรือ,ท่าหลวง,13130,"ยกเว้น ต.ท่าหลวง เฉพาะหมู่ที่ 1-5, 7-10 ใช้รหัสไปรษณีย์ 18270"
พระนครศรีอยุธยา,อำเภอท่าเรือ,บ้านร่อม,13130,
พระนครศรีอยุธยา,อำเภอท่าเรือ,ศาลาลอย,13130,
พระนครศรีอยุธยา,อำเภอท่าเรือ,วังแดง,13130,
พระนครศรีอยุธยา,อำเภอท่าเรือ,โพธิ์เอน,13130,
พระนครศรีอยุธยา,อำเภอท่าเรือ,ปากท่า,13130,
พระนครศรีอยุธยา,อำเภอท่าเรือ,หนองขนาก,13130,
พระนครศรีอยุธยา,อำเภอท่าเรือ,ท่าเจ้าสนุก,13130,
พระนครศรีอยุธยา,อำเภอนครหลวง,นครหลวง,13260,
พระนครศรีอยุธยา,อำเภอนครหลวง,ท่าช้าง,13260,
พระนครศรีอยุธยา,อำเภอนครหลวง,บ่อโพง,13260,
พระนครศรีอยุธยา,อำเภอนครหลวง,บ้านชุ้ง,13260,
พระนครศรีอยุธยา,อำเภอนครหลวง,ปากจั่น,13260,
พระนครศรีอยุธยา,อำเภอนครหลวง,บางระกำ,13260,
พระนครศรีอยุธยา,อำเภอนครหลวง,บางพระครู,13260,
พระนครศรีอยุธยา,อำเภอนครหลวง,แม่ลา,13260,
พระนครศรีอยุธยา,อำเภอนครหลวง,หนองปลิง,13260,
พระนครศรีอยุธยา,อำเภอนครหลวง,คลองสะแก,13260,
พระนครศรีอยุธยา,อำเภอนครหลวง,สามไถ,13260,
พระนครศรีอยุธยา,อำเภอนครหลวง,พระนอน,13260,
พระนครศรีอยุธยา,อำเภอบางไทร,บางไทร,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,บางพลี,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,สนามชัย,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,บ้านแป้ง,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,หน้าไม้,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,บางยี่โท,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,แคออก,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,แคตก,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,ช่างเหล็ก,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,กระแชง,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,บ้านกลึง,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,ช้างน้อย,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,ห่อหมก,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,ไผ่พระ,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,กกแก้วบูรพา,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,ไม้ตรา,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,บ้านม้า,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,บ้านเกาะ,13190,
พระนครศรีอยุธยา,อำเภอบางไทร,ราชคราม,13290,
พระนครศรีอยุธยา,อำเภอบางไทร,ช้างใหญ่,13290,
